id,x1,x2,y
3218,854,341,594
3219,939,847,596
3220,562,637,922
3221,482,465,733
3222,604,769,477
3223,581,471,220
3224,220,411,74
3225,876,547,272
3226,790,310,696
3227,448,703,106
3228,816,722,768
3229,84,969,226
3230,911,824,50
3231,779,608,971
3232,152,764,451
3233,450,536,671
3234,177,343,725
3235,130,804,25
3236,201,463,57
3237,833,639,158
3238,798,602,45
3239,422,978,971
3240,234,353,364
3241,980,295,321
3242,16,661,31
3243,87,418,21
3244,728,301,448
3245,452,391,358
3246,587,416,295
3247,892,205,967
3248,973,748,639
3249,251,999,153
3250,1,550,854
3251,38,342,360
3252,733,686,408
3253,74,472,921
3254,961,229,810
3255,260,531,515
3256,974,843,170
3257,386,996,25
3258,396,661,876
3259,364,757,674
3260,674,936,646
3261,699,817,457
3262,145,331,192
3263,426,907,439
3264,756,707,572
3265,890,424,666
3266,849,787,552
3267,774,490,511
3268,8,478,857
3269,736,910,128
3270,905,856,413
3271,132,245,351
3272,540,348,647
3273,956,952,767
3274,763,339,844
3275,759,895,283
3276,802,385,566
3277,295,996,288
3278,259,977,91
3279,781,637,541
3280,238,813,790
3281,697,416,483
3282,834,882,805
3283,794,713,247
3284,878,727,898
3285,268,603,108
3286,818,376,676
3287,502,313,276
3288,535,541,26
3289,979,872,172
3290,320,727,392
3291,68,448,214
3292,343,472,216
3293,672,328,81
3294,435,405,357
3295,95,306,652
3296,295,322,848
3297,381,711,618
3298,865,724,210
3299,612,255,711
3300,618,530,522
3301,714,341,663
3302,105,246,334
3303,361,620,340
3304,127,624,525
3305,369,908,948
3306,110,948,325
3307,798,619,986
3308,172,561,96
3309,869,636,876
3310,198,869,165
3311,344,324,859
3312,969,952,891
3313,48,233,202
3314,325,356,519
3315,555,753,934
3316,933,342,786
3317,719,395,523
3318,192,393,318
3319,30,468,944
3320,118,696,880
3321,990,225,330
3322,51,691,224
3323,193,225,101
3324,594,209,666
3325,246,516,106
3326,815,313,25
3327,584,983,219
3328,795,664,86
3329,787,501,399
3330,677,803,680
3331,613,821,129
3332,864,283,555
3333,957,258,292
3334,800,445,113
3335,536,403,996
3336,216,206,227
3337,556,570,513
3338,813,712,218
3339,48,962,595
3340,394,347,151
3341,346,403,697
3342,962,682,494
3343,16,692,414
3344,872,409,580
3345,418,797,677
3346,977,526,417
3347,756,980,980
3348,112,449,226
3349,541,967,511
3350,982,556,846
3351,141,479,368
3352,960,215,588
3353,535,319,291
3354,798,697,238
3355,18,614,473
3356,671,577,133
3357,365,916,851
3358,445,627,482
3359,638,368,832
3360,891,400,639
3361,812,385,673
3362,65,207,694
3363,903,487,56
3364,580,729,711
3365,658,766,444
3366,539,388,52
3367,554,591,561
3368,231,299,590
3369,548,535,110
3370,36,868,50
3371,139,318,269
3372,734,448,270
3373,0,688,952
3374,507,832,864
3375,620,379,181
3376,457,788,564
3377,974,561,144
3378,626,553,801
3379,174,455,920
3380,552,558,180
3381,765,796,279
3382,330,323,363
3383,855,211,547
3384,61,292,185
3385,379,377,270
3386,233,608,378
3387,392,394,999
3388,930,730,661
3389,965,630,574
3390,307,493,858
3391,733,644,935
3392,921,680,21
3393,151,784,584
3394,689,461,288
3395,354,230,208
3396,905,478,198
3397,681,253,809
3398,511,625,219
3399,971,801,239
3400,834,665,867
3401,857,536,342
3402,574,867,61
3403,471,277,536
3404,996,252,722
3405,59,466,846
3406,97,857,655
3407,993,296,924
3408,873,761,559
3409,466,755,462
3410,388,797,925
3411,850,978,359
3412,712,453,961
3413,827,931,228
3414,536,415,27
3415,897,847,319
3416,803,897,981
3417,995,812,241
3418,672,367,749
3419,361,408,899
3420,203,736,150
3421,178,956,981
3422,84,496,811
3423,603,392,293
3424,540,490,222
3425,104,567,756
3426,524,805,790
3427,205,798,237
3428,704,558,267
3429,6,696,79
3430,287,256,508
3431,404,762,667
3432,637,600,467
3433,440,279,298
3434,499,337,728
3435,241,505,825
3436,965,736,219
3437,62,987,83
3438,353,778,302
3439,786,649,522
3440,876,626,216
3441,27,245,707
3442,477,305,396
3443,922,348,733
3444,532,797,159
3445,401,521,594
3446,383,387,606
3447,885,374,618
3448,121,386,422
3449,289,496,909
3450,317,555,141
3451,648,854,942
3452,504,510,969
3453,558,237,464
3454,102,417,324
3455,341,871,712
3456,518,443,116
3457,746,481,559
3458,642,488,735
3459,254,218,665
3460,275,549,725
3461,430,392,216
3462,574,803,92
3463,735,450,959
3464,705,573,752
3465,341,477,678
3466,791,416,315
3467,664,279,784
3468,21,886,234
3469,209,404,856
3470,138,667,100
3471,930,213,542
3472,99,315,191
3473,150,901,631
3474,731,264,472
3475,805,214,867
3476,631,629,277
3477,420,773,887
3478,988,497,873
3479,51,299,128
3480,258,904,76
3481,544,817,784
3482,154,202,773
3483,558,643,52
3484,630,982,593
3485,742,268,892
3486,588,907,151
3487,984,688,731
3488,989,577,20
3489,901,338,14
3490,871,951,199
3491,26,899,492
3492,654,698,60
3493,989,315,119
3494,867,221,734
3495,292,552,554
3496,478,246,178
3497,140,506,806
3498,222,346,755
3499,352,216,423
3500,1000,521,716
3501,890,756,182
3502,591,776,894
3503,560,877,621
3504,260,349,925
3505,426,363,875
3506,868,449,14
3507,232,251,924
3508,475,687,220
3509,676,936,387
3510,992,571,993
3511,469,578,227
3512,154,304,81
3513,494,973,182
3514,896,319,55
3515,644,323,959
3516,665,811,555
3517,324,699,522
3518,555,984,444
3519,513,412,181
3520,147,634,436
3521,681,694,707
3522,605,851,798
3523,224,380,742
3524,268,702,425
3525,837,589,272
3526,329,653,523
3527,445,614,524
3528,281,472,775
3529,319,946,302
3530,845,436,747
3531,786,380,123
3532,379,723,223
3533,88,575,262
3534,118,649,145
3535,489,412,204
3536,279,674,735
3537,440,205,112
3538,374,548,189
3539,58,691,122
3540,374,212,385
3541,772,472,591
3542,121,443,601
3543,15,712,156
3544,0,271,595
3545,632,754,501
3546,464,851,56
3547,790,672,177
3548,406,964,886
3549,38,873,64
3550,387,341,207
3551,391,320,646
3552,951,730,697
3553,100,799,325
3554,322,388,320
3555,640,789,145
3556,465,565,680
3557,92,605,134
3558,137,888,487
3559,115,585,270
3560,664,817,771
3561,593,841,493
3562,173,514,571
3563,981,219,244
3564,45,262,145
3565,121,962,368
3566,737,251,778
3567,417,547,309
3568,772,911,176
3569,822,423,228
3570,740,255,238
3571,361,309,591
3572,364,852,963
3573,101,893,432
3574,633,481,420
3575,794,915,828
3576,615,552,359
3577,807,623,238
3578,321,714,35
3579,318,472,942
3580,771,794,761
3581,941,862,251
3582,403,486,619
3583,701,982,948
3584,682,915,838
3585,483,244,296
3586,233,563,210
3587,342,775,714
3588,61,345,42
3589,857,567,27
3590,486,887,616
3591,692,343,839
3592,203,305,456
3593,448,923,719
3594,315,223,857
3595,337,745,657
3596,562,832,475
3597,768,884,838
3598,292,401,949
3599,873,219,998
3600,861,757,271
3601,589,682,912
3602,105,858,712
3603,409,560,729
3604,930,392,982
3605,430,232,330
3606,751,567,566
3607,743,670,889
3608,942,574,251
3609,985,980,480
3610,915,959,401
3611,392,487,148
3612,492,947,599
3613,240,674,360
3614,452,543,453
3615,570,751,343
3616,446,902,276
3617,291,332,429
3618,63,422,890
3619,13,657,689
3620,782,316,933
3621,266,663,97
3622,673,483,117
3623,791,577,935
3624,652,988,404
3625,916,576,708
3626,968,828,852
3627,699,482,376
3628,424,300,381
3629,326,549,927
3630,580,847,221
3631,750,770,198
3632,458,386,547
3633,917,823,365
3634,931,578,74
3635,889,785,225
3636,13,452,216
3637,510,500,558
3638,530,838,510
3639,862,388,79
3640,463,640,480
3641,957,390,455
3642,348,239,924
3643,154,772,952
3644,133,684,49
3645,251,892,663
3646,373,423,342
3647,553,966,983
3648,403,788,412
3649,858,850,427
3650,71,753,233
3651,515,746,26
3652,102,599,584
3653,841,439,569
3654,824,657,603
3655,122,238,49
3656,602,661,926
3657,334,751,778
3658,5,945,786
3659,555,977,333
3660,700,764,260
3661,498,602,560
3662,322,261,625
3663,324,247,54
3664,241,343,604
3665,247,893,122
3666,243,572,517
3667,343,757,212
3668,613,713,279
3669,558,976,759
3670,144,824,967
3671,297,503,742
3672,455,701,856
3673,996,736,316
3674,615,390,977
3675,309,600,740
3676,152,393,100
3677,825,596,845
3678,241,564,183
3679,734,378,243
3680,681,372,468
3681,156,615,780
3682,965,586,223
3683,303,780,445
3684,789,645,960
3685,993,583,311
3686,232,518,946
3687,310,375,411
3688,690,431,409
3689,592,315,674
3690,196,816,278
3691,503,888,80
3692,265,938,367
3693,909,965,267
3694,870,259,505
3695,554,212,804
3696,189,293,852
3697,861,271,415
3698,654,477,296
3699,417,631,149
3700,418,448,358
3701,434,321,274
3702,419,621,479
3703,83,927,276
3704,705,284,204
3705,566,289,8
3706,997,299,783
3707,48,778,302
3708,911,412,310
3709,692,506,161
3710,938,276,197
3711,236,571,68
3712,496,258,790
3713,159,974,357
3714,282,851,937
3715,297,871,710
3716,37,220,482
3717,967,716,982
3718,746,887,898
3719,191,929,632
3720,250,475,43
3721,786,426,837
3722,273,298,281
3723,667,710,947
3724,798,981,607
3725,775,870,293
3726,518,895,189
3727,418,989,760
3728,585,526,678
3729,544,389,81
3730,383,250,816
3731,426,765,654
3732,820,872,202
3733,966,940,451
3734,947,239,40
3735,906,723,186
3736,24,937,879
3737,358,859,308
3738,240,626,692
3739,581,924,27
3740,791,689,578
3741,169,552,942
3742,844,865,373
3743,354,764,150
3744,114,937,796
3745,803,900,282
3746,528,785,755
3747,666,252,607
3748,830,575,768
3749,360,875,4
3750,84,883,137
3751,137,564,836
3752,746,277,237
3753,610,263,934
3754,549,774,717
3755,157,720,811
3756,623,325,657
3757,896,615,313
3758,224,868,151
3759,131,526,923
3760,505,449,615
3761,987,574,422
3762,810,823,661
3763,170,955,790
3764,834,730,650
3765,634,725,903
3766,49,267,292
3767,232,907,234
3768,665,611,594
3769,576,676,661
3770,126,704,913
3771,484,943,11
3772,206,968,335
3773,727,891,15
3774,25,528,868
3775,967,601,267
3776,441,950,534
3777,272,901,107
3778,934,435,841
3779,563,587,898
3780,90,644,62
3781,480,633,935
3782,282,902,257
3783,235,406,437
3784,340,813,929
3785,380,221,667
3786,14,629,509
3787,439,540,471
3788,616,773,849
3789,867,345,106
3790,995,266,545
3791,342,315,928
3792,655,748,599
3793,770,315,876
3794,407,301,642
3795,658,853,962
3796,497,667,598
3797,59,491,642
3798,5,579,553
3799,575,335,862
3800,913,806,230
3801,131,927,674
3802,743,312,37
3803,916,575,749
3804,284,248,138
3805,315,261,747
3806,547,579,138
3807,367,303,312
3808,875,782,656
3809,268,986,189
3810,770,654,585
3811,252,735,249
3812,300,955,565
3813,605,714,994
3814,11,587,671
3815,431,994,825
3816,733,444,160
3817,32,640,651
3818,298,264,157
3819,800,945,831
3820,322,951,285
3821,12,606,240
3822,224,930,907
3823,669,871,986
3824,67,806,434
3825,991,414,657
3826,725,952,162
3827,954,927,363
3828,163,731,704
3829,896,964,776
3830,168,373,14
3831,115,496,146
3832,62,747,0
3833,639,819,706
3834,440,828,485
3835,413,767,997
3836,568,205,839
3837,413,561,722
3838,617,789,120
3839,334,453,695
3840,919,634,143
3841,524,646,957
3842,302,463,413
3843,777,731,780
3844,469,563,131
3845,726,538,143
3846,611,836,879
3847,244,236,585
3848,26,561,75
3849,956,708,520
3850,85,869,480
3851,698,781,428
3852,848,282,310
3853,19,302,362
3854,469,285,900
3855,592,873,162
3856,737,766,378
3857,262,813,89
3858,102,708,671
3859,302,636,530
3860,263,644,426
3861,946,814,511
3862,812,239,200
3863,507,221,484
3864,395,580,491
3865,493,260,56
3866,765,348,586
3867,590,649,929
3868,376,344,518
3869,415,527,381
3870,936,615,381
3871,410,718,514
3872,408,636,622
3873,741,252,122
3874,767,798,87
3875,804,649,368
3876,411,313,306
3877,155,381,753
3878,751,700,203
3879,868,244,713
3880,152,900,185
3881,718,334,100
3882,287,251,94
3883,855,622,695
3884,794,791,15
3885,73,712,584
3886,279,271,283
3887,949,285,396
3888,629,540,680
3889,121,935,58
3890,183,336,774
3891,580,793,319
3892,0,730,763
3893,716,780,368
3894,874,953,875
3895,381,501,900
3896,197,978,423
3897,2,811,767
3898,78,221,754
3899,697,733,514
3900,747,481,847
3901,817,722,488
3902,983,302,179
3903,81,830,154
3904,390,855,298
3905,434,822,642
3906,85,326,127
3907,815,691,709
3908,945,475,221
3909,701,631,628
3910,204,789,983
3911,921,778,681
3912,370,457,319
3913,480,624,147
3914,348,891,887
3915,914,204,624
3916,100,940,744
3917,561,888,429
3918,442,406,335
3919,306,264,246
3920,497,446,951
3921,120,781,367
3922,81,713,252
3923,9,471,854
3924,186,811,71
3925,495,208,345
3926,130,552,977
3927,716,323,864
3928,313,250,180
3929,321,470,736
3930,182,264,50
3931,778,558,84
3932,919,594,767
3933,386,877,62
3934,346,458,66
3935,108,400,115
3936,719,267,27
3937,620,860,411
3938,2,955,110
3939,863,837,288
3940,779,859,36
3941,620,360,598
3942,795,663,208
3943,678,395,92
3944,347,992,823
3945,745,603,516
3946,688,680,900
3947,750,832,418
3948,621,851,155
3949,950,817,151
3950,984,669,942
3951,985,292,890
3952,875,301,325
3953,150,243,4
3954,517,413,460
3955,318,865,36
3956,797,305,460
3957,139,336,160
3958,916,626,795
3959,12,251,374
3960,591,634,781
3961,230,200,376
3962,461,920,156
3963,323,312,913
3964,619,850,677
3965,247,461,236
3966,801,463,473
3967,476,398,771
3968,243,971,835
3969,618,234,832
3970,905,713,250
3971,136,599,242
3972,532,231,412
3973,842,775,346
3974,87,485,276
3975,686,706,358
3976,987,426,722
3977,977,698,808
3978,243,383,405
3979,479,807,242
3980,147,912,350
3981,949,405,183
3982,430,770,606
3983,729,474,905
3984,486,763,223
3985,291,264,265
3986,332,711,100
3987,73,507,105
3988,121,547,568
3989,471,345,81
3990,628,946,29
3991,546,979,289
3992,863,700,997
3993,610,399,960
3994,599,291,701
3995,82,808,44
3996,240,526,204
3997,38,340,52
3998,511,949,704
3999,195,670,403
4000,826,610,21
4001,542,956,849
4002,754,800,827
4003,839,439,698
4004,662,245,314
4005,24,584,185
4006,244,516,224
4007,749,828,606
4008,279,828,274
4009,491,440,261
4010,249,206,136
4011,138,753,489
4012,848,385,482
4013,739,735,704
4014,36,675,720
4015,994,685,523
4016,454,367,371
4017,271,446,0
4018,515,639,405
4019,142,409,867
4020,439,550,811
4021,816,468,255
4022,866,800,518
4023,486,285,284
4024,247,249,238
4025,579,338,198
4026,626,926,50
4027,117,505,969
4028,767,423,5
4029,137,343,843
4030,569,719,77
4031,978,214,640
4032,886,858,724
4033,97,878,65
4034,750,421,336
4035,54,259,556
4036,620,581,879
4037,256,447,63
4038,764,886,893
4039,759,861,24
4040,845,732,46
4041,946,646,651
4042,748,552,947
4043,149,992,354
4044,457,223,252
4045,884,823,410
4046,851,581,280
4047,363,974,553
4048,801,723,619
4049,782,883,991
4050,131,330,527
4051,744,528,820
4052,312,736,970
4053,952,382,437
4054,244,450,952
4055,273,826,130
4056,405,590,647
4057,942,278,147
4058,818,338,788
4059,85,218,719
4060,351,450,136
4061,148,948,815
4062,729,504,371
4063,594,286,929
4064,569,684,699
4065,76,377,127
4066,221,567,342
4067,832,654,447
4068,27,229,304
4069,343,395,260
4070,618,440,91
4071,470,596,950
4072,345,362,445
4073,958,308,833
4074,31,616,234
4075,584,783,955
4076,545,718,228
4077,665,516,319
4078,624,718,13
4079,950,296,243
4080,382,220,581
4081,74,863,439
4082,931,561,2
4083,546,898,572
4084,302,630,367
4085,657,990,470
4086,940,917,330
4087,922,663,975
4088,514,913,946
4089,108,376,781
4090,297,525,585
4091,145,632,431
4092,301,319,629
4093,770,596,448
4094,27,545,112
4095,468,475,364
4096,730,433,640
4097,3,996,871
4098,374,629,824
4099,775,475,955
4100,986,426,680
4101,311,965,843
4102,440,430,254
4103,876,317,177
4104,238,929,646
4105,241,641,723
4106,545,611,879
4107,646,746,565
4108,629,994,640
4109,406,493,989
4110,933,515,757
4111,701,587,592
4112,975,771,964
4113,361,640,868
4114,814,627,517
4115,183,269,734
4116,791,433,986
4117,99,602,600
4118,471,319,35
4119,468,836,332
4120,590,615,300
4121,314,875,27
4122,272,918,607
4123,914,347,46
4124,865,278,419
4125,916,436,864
4126,367,748,292
4127,561,207,496
4128,82,483,725
4129,495,557,83
4130,830,577,121
4131,459,993,729
4132,199,211,383
4133,927,347,136
4134,292,468,458
4135,937,493,291
4136,976,571,780
4137,686,969,318
4138,679,265,675
4139,396,857,176
4140,115,348,285
4141,496,800,608
4142,688,658,818
4143,179,475,372
4144,880,771,957
4145,297,585,679
4146,39,676,668
4147,119,669,954
4148,717,504,534
4149,680,239,425
4150,591,726,455
4151,569,383,478
4152,167,360,917
4153,308,612,315
4154,536,965,816
4155,444,203,56
4156,376,329,586
4157,454,680,420
4158,421,264,716
4159,459,964,700
4160,371,971,529
4161,18,971,378
4162,399,485,250
4163,234,500,26
4164,45,438,396
4165,459,921,929
4166,451,560,284
4167,343,273,460
4168,393,279,129
4169,683,479,904
4170,314,341,193
4171,606,341,643
4172,476,381,200
4173,932,899,21
4174,515,205,207
4175,251,408,24
4176,338,467,484
4177,877,576,545
4178,314,737,835
4179,191,489,93
4180,822,313,849
4181,177,544,811
4182,648,771,724
4183,217,523,967
4184,989,375,318
4185,728,463,642
4186,724,989,621
4187,812,797,409
4188,241,615,252
4189,340,486,386
4190,868,215,342
4191,26,465,511
4192,475,351,517
4193,579,739,784
4194,285,408,271
4195,76,263,472
4196,975,840,874
4197,714,810,623
4198,940,984,467
4199,27,733,555
4200,141,951,694
4201,724,957,896
4202,200,256,1
4203,563,931,473
4204,410,429,906
4205,983,817,671
4206,676,731,793
4207,746,340,104
4208,180,637,226
4209,923,365,877
4210,308,407,243
4211,295,802,520
4212,699,712,510
4213,677,821,66
4214,302,434,731
4215,524,460,222
4216,903,941,127
4217,565,770,765
4218,916,226,761
4219,953,880,135
4220,325,623,166
4221,764,352,603
4222,698,537,229
4223,962,508,387
4224,483,610,922
4225,117,555,777
4226,666,323,342
4227,875,962,312
4228,415,657,302
4229,166,343,285
4230,172,607,789
4231,654,205,696
4232,264,823,617
4233,885,780,332
4234,592,857,227
4235,45,905,428
4236,199,393,334
4237,847,684,43
4238,101,548,832
4239,123,981,4
4240,454,904,909
4241,354,377,849
4242,768,896,102
4243,1,606,456
4244,546,494,96
4245,702,221,563
4246,680,579,876
4247,221,353,265
4248,114,374,511
4249,819,801,42
4250,520,203,398
4251,805,823,394
4252,547,262,957
4253,733,610,23
4254,569,802,949
4255,566,390,716
4256,603,381,21
4257,446,560,199
4258,257,684,410
4259,733,259,777
4260,154,915,772
4261,729,286,739
4262,291,707,299
4263,681,334,618
4264,559,979,531
4265,509,379,788
4266,552,247,890
4267,577,690,186
4268,573,306,286
4269,204,687,623
4270,33,417,853
4271,101,499,78
4272,169,321,900
4273,887,408,11
4274,881,267,800
4275,693,318,229
4276,840,852,24
4277,794,597,862
4278,952,399,211
4279,940,656,584
4280,989,308,842
4281,705,511,525
4282,85,821,550
4283,580,881,199
4284,752,840,237
4285,793,807,186
4286,479,643,736
4287,318,577,229
4288,450,632,741
4289,199,345,679
4290,442,516,989
4291,153,757,229
4292,737,480,778
4293,561,677,914
4294,627,612,563
4295,433,561,796
4296,160,437,417
4297,915,888,331
4298,808,211,256
4299,914,204,568
4300,569,601,967
4301,927,547,370
4302,465,660,323
4303,321,845,167
4304,694,300,241
4305,704,205,487
4306,713,292,476
4307,507,841,106
4308,697,703,342
4309,391,759,318
4310,974,253,607
4311,39,903,299
4312,950,906,691
4313,396,520,313
4314,168,785,481
4315,803,679,445
4316,530,791,531
4317,559,228,460
4318,996,834,765
4319,117,254,840
4320,446,748,480
4321,984,283,214
4322,208,880,907
4323,321,823,237
4324,129,412,879
4325,798,334,947
4326,723,300,488
4327,48,272,795
4328,218,720,924
4329,120,859,353
4330,685,309,995
4331,54,873,763
4332,224,211,668
4333,760,981,222
4334,689,344,104
4335,968,465,810
4336,868,776,67
4337,735,254,164
4338,4,854,633
4339,368,395,462
4340,135,878,271
4341,149,636,206
4342,295,436,882
4343,684,660,508
4344,895,358,721
4345,917,878,9
4346,386,328,496
4347,734,838,967
4348,247,379,224
4349,422,992,857
4350,496,773,638
4351,601,450,283
4352,104,944,121
4353,892,277,809
4354,85,903,748
4355,133,768,509
4356,479,979,357
4357,31,786,725
4358,718,668,714
4359,220,685,198
4360,569,702,32
4361,953,460,666
4362,509,726,413
4363,264,431,350
4364,148,617,998
4365,636,750,704
4366,609,819,532
4367,292,360,354
4368,815,515,143
4369,662,667,400
4370,516,790,928
4371,560,892,850
4372,383,791,640
4373,582,952,414
4374,201,594,62
4375,982,862,223
4376,340,876,623
4377,686,613,306
4378,488,509,76
4379,612,605,12
4380,368,973,534
4381,647,808,216
4382,66,943,749
4383,186,841,244
4384,918,558,128
4385,666,562,673
4386,732,940,247
4387,659,882,483
4388,874,509,894
4389,392,511,680
4390,515,749,608
4391,219,959,789
4392,44,458,271
4393,731,499,372
4394,975,602,725
4395,941,566,717
4396,818,643,634
4397,606,347,710
4398,168,726,217
4399,481,963,680
4400,897,706,925
4401,947,561,48
4402,121,495,659
4403,330,285,599
4404,495,515,765
4405,227,305,551
4406,912,550,279
4407,78,902,972
4408,194,582,1000
4409,291,467,685
4410,55,359,509
4411,915,840,820
4412,700,981,330
4413,924,302,972
4414,300,614,495
4415,369,331,247
4416,854,892,343
4417,309,589,684
4418,644,461,358
4419,723,773,813
4420,823,568,486
4421,47,839,767
4422,916,219,607
4423,105,906,605
4424,400,399,695
4425,625,951,609
4426,319,848,637
4427,370,472,318
4428,646,714,389
4429,702,720,380
4430,446,838,841
4431,797,422,983
4432,737,360,701
4433,919,222,875
4434,72,843,999
4435,709,901,650
4436,721,819,124
4437,994,326,416
4438,972,919,800
4439,228,692,659
4440,839,910,71
4441,852,456,519
4442,428,657,436
4443,825,913,51
4444,518,906,327
4445,361,674,371
4446,822,325,423
4447,823,287,149
4448,588,834,174
4449,597,548,630
4450,20,990,608
4451,489,348,557
4452,871,652,195
4453,658,969,458
4454,922,976,527
4455,991,807,845
4456,519,869,697
4457,759,1000,835
4458,349,883,737
4459,92,687,772
4460,825,973,259
4461,572,369,617
4462,918,531,510
4463,744,401,144
4464,328,303,471
4465,670,845,829
4466,581,454,694
4467,674,407,696
4468,535,686,474
4469,807,503,955
4470,33,354,46
4471,765,969,20
4472,892,629,729
4473,863,521,454
4474,146,555,923
4475,557,608,436
4476,614,211,156
4477,954,966,412
4478,214,254,334
4479,319,837,559
4480,670,804,655
4481,5,638,499
4482,515,789,713
4483,634,930,234
4484,389,818,96
4485,553,900,280
4486,759,948,370
4487,388,283,405
4488,569,567,636
4489,579,399,443
4490,775,323,189
4491,371,452,840
4492,311,741,461
4493,29,304,774
4494,625,616,37
4495,685,539,396
4496,819,728,875
4497,709,666,81
4498,100,631,995
4499,446,987,229
4500,952,310,468
4501,619,721,990
4502,216,718,306
4503,382,544,195
4504,877,598,392
4505,406,580,85
4506,977,714,357
4507,727,772,983
4508,223,635,866
4509,434,532,227
4510,991,713,940
4511,594,652,387
4512,659,545,330
4513,661,226,587
4514,368,704,922
4515,463,618,35
4516,514,350,370
4517,256,745,131
4518,165,325,846
4519,789,697,335
4520,617,245,35
4521,485,980,998
4522,287,962,643
4523,546,626,27
4524,224,793,656
4525,77,767,142
4526,271,471,751
4527,944,313,279
4528,748,425,449
4529,78,260,678
4530,436,670,257
4531,249,811,997
4532,692,304,654
4533,458,423,252
4534,920,779,441
4535,476,742,674
4536,757,368,683
4537,287,600,777
4538,239,641,443
4539,653,435,646
4540,371,302,941
4541,85,567,847
4542,298,696,97
4543,63,554,221
4544,236,930,496
4545,766,620,581
4546,235,678,435
4547,661,539,665
4548,626,895,744
4549,309,912,775
4550,897,245,848
4551,18,778,170
4552,78,567,908
4553,357,850,185
4554,609,839,1
4555,125,719,519
4556,281,596,841
4557,30,366,624
4558,324,768,497
4559,193,501,665
4560,312,249,72
4561,269,579,874
4562,357,219,126
4563,213,905,636
4564,352,454,653
4565,127,464,338
4566,176,342,757
4567,268,235,816
4568,147,627,500
4569,543,709,982
4570,955,295,367
4571,51,312,117
4572,231,217,503
4573,732,898,940
4574,856,290,493
4575,781,391,766
4576,631,884,598
4577,331,642,67
4578,14,476,674
4579,28,496,930
4580,895,823,493
4581,854,686,573
4582,486,996,518
4583,764,246,491
4584,453,922,797
4585,663,753,23
4586,941,533,136
4587,87,892,841
4588,840,885,919
4589,629,542,549
4590,104,862,341
4591,946,561,37
4592,148,572,959
4593,604,583,702
4594,273,261,130
4595,855,419,851
4596,619,742,414
4597,719,594,956
4598,202,411,493
4599,44,764,279
4600,18,681,426
4601,223,801,850
4602,439,301,806
4603,7,625,786
4604,910,464,863
4605,844,845,872
4606,823,659,575
4607,545,469,925
4608,176,831,688
4609,473,304,35
4610,748,285,357
4611,950,900,819
4612,770,360,898
4613,51,478,602
4614,682,811,843
4615,148,695,914
4616,782,914,921
4617,90,488,63
4618,494,580,820
4619,470,458,560
4620,676,207,69
4621,397,253,559
4622,834,417,637
4623,520,952,76
4624,903,404,737
4625,711,679,916
4626,14,964,589
4627,595,761,413
4628,990,561,336
4629,40,592,872
4630,568,450,42
4631,664,904,523
4632,768,831,374
4633,947,423,692
4634,665,877,498
4635,776,828,95
4636,284,442,242
4637,710,964,113
4638,195,204,973
4639,28,889,118
4640,944,788,952
4641,865,418,517
4642,782,791,113
4643,938,828,122
4644,821,952,385
4645,928,848,628
4646,187,851,606
4647,258,612,398
4648,923,680,562
4649,700,208,714
4650,402,854,591
4651,693,204,130
4652,813,683,643
4653,637,823,182
4654,908,531,339
4655,860,288,510
4656,333,458,148
4657,992,941,38
4658,371,747,888
4659,193,871,313
4660,668,374,67
4661,793,463,403
4662,14,981,443
4663,778,222,547
4664,336,658,42
4665,303,705,873
4666,484,463,794
4667,607,336,218
4668,286,831,80
4669,5,738,826
4670,766,371,806
4671,959,859,234
4672,346,522,290
4673,732,692,35
4674,888,499,338
4675,5,474,928
4676,185,327,478
4677,298,567,555
4678,700,409,14
4679,951,345,492
4680,517,824,809
4681,676,857,638
4682,317,917,424
4683,927,924,331
4684,75,530,125
4685,186,551,995
4686,270,231,847
4687,772,872,78
4688,160,964,533
4689,634,369,254
4690,250,272,365
4691,38,975,239
4692,201,743,840
4693,228,444,959
4694,61,402,54
4695,386,321,360
4696,210,456,486
4697,358,291,929
4698,66,363,439
4699,184,985,226
4700,844,468,878
4701,82,510,389
4702,737,292,708
4703,40,558,540
4704,976,216,801
4705,961,711,377
4706,716,986,613
4707,492,464,430
4708,288,859,477
4709,717,497,382
4710,718,223,861
4711,694,537,742
4712,806,905,642
4713,533,360,267
4714,665,237,462
4715,674,939,713
4716,83,699,281
4717,156,908,6
4718,576,751,738
4719,655,220,687
4720,365,303,903
4721,427,243,437
4722,845,900,862
4723,720,438,367
4724,345,279,940
4725,999,581,396
4726,831,223,619
4727,297,407,470
4728,612,570,553
4729,489,288,986
4730,482,503,541
4731,489,744,460
4732,46,443,635
4733,209,795,630
4734,365,425,889
4735,835,864,802
4736,917,514,548
4737,246,590,0
4738,31,886,45
4739,647,576,870
4740,756,408,291
4741,927,422,360
4742,354,261,646
4743,147,937,871
4744,135,590,476
4745,317,524,445
4746,903,617,4
4747,934,374,852
4748,997,706,800
4749,56,957,736
4750,381,707,836
4751,562,265,641
4752,504,296,262
4753,284,596,332
4754,907,667,996
4755,596,333,591
4756,851,673,52
4757,803,547,48
4758,593,362,349
4759,426,630,706
4760,291,398,335
4761,47,383,379
4762,857,325,534
4763,985,500,151
4764,940,463,272
4765,421,331,376
4766,621,504,994
4767,636,386,646
4768,799,207,738
4769,655,263,951
4770,628,615,426
4771,831,795,550
